X1,Y1,X2,Y2,Confidence,Class
116,157,208,211,0.32,Dummy
231,611,531,704,0.85,Car
117,157,208,211,0.34,Dummy
0,172,45,230,0.33,Dummy
229,610,529,704,0.85,Car
117,157,208,212,0.29,Dummy
0,170,45,230,0.27,Dummy
230,609,527,704,0.88,Car
0,171,45,230,0.27,Dummy
117,157,209,212,0.26,Dummy
231,609,535,704,0.86,Car
0,175,45,230,0.35,Dummy
117,157,208,211,0.35,Dummy
230,608,528,704,0.86,Car
0,170,45,230,0.35,Dummy
231,608,531,704,0.86,Car
0,173,45,230,0.36,Dummy
117,157,207,211,0.32,Dummy
635,190,703,264,0.26,AnotherCar
230,609,527,704,0.87,Car
0,172,45,230,0.32,Dummy
117,158,208,209,0.26,Dummy
232,611,530,704,0.88,Car
0,173,45,230,0.3,Dummy
117,158,208,210,0.27,Dummy
637,188,703,265,0.26,AnotherCar
232,609,533,704,0.84,Car
0,172,45,230,0.33,Dummy
637,187,703,264,0.31,AnotherCar
117,157,208,212,0.3,Dummy
230,610,533,704,0.85,Car
636,186,703,264,0.34,AnotherCar
0,173,45,230,0.32,Dummy
117,157,208,212,0.27,Dummy
230,609,531,704,0.85,Car
635,185,703,263,0.3,AnotherCar
0,174,45,230,0.29,Dummy
230,609,533,704,0.85,Car
636,184,704,264,0.33,AnotherCar
116,157,207,210,0.32,Dummy
0,170,45,230,0.31,Dummy
217,612,519,704,0.85,Car
636,185,703,266,0.32,AnotherCar
0,172,45,230,0.27,Dummy
217,613,519,704,0.86,Car
0,170,45,230,0.33,Dummy
116,157,208,212,0.26,Dummy
231,612,530,704,0.85,Car
117,157,208,210,0.35,Dummy
0,171,45,230,0.33,Dummy
229,610,530,704,0.85,Car
0,171,45,230,0.32,Dummy
117,157,208,211,0.27,Dummy
231,610,531,704,0.86,Car
602,192,703,274,0.28,AnotherCar
231,611,530,704,0.86,Car
0,171,45,230,0.27,Dummy
231,607,533,704,0.87,Car
0,172,45,230,0.26,Dummy
230,610,532,704,0.86,Car
0,172,45,230,0.3,Dummy
117,157,208,211,0.26,Dummy
231,611,531,704,0.87,Car
0,169,46,230,0.4,Dummy
117,157,208,211,0.36,Dummy
230,610,531,704,0.84,Car
661,171,696,206,0.31,AnotherCar
0,170,45,230,0.31,Dummy
230,607,530,704,0.86,Car
661,172,695,206,0.34,AnotherCar
117,157,208,211,0.32,Dummy
0,169,45,230,0.31,Dummy
219,612,519,704,0.85,Car
0,169,45,230,0.26,Dummy
231,610,532,704,0.84,Car
116,158,208,211,0.3,Dummy
0,172,45,230,0.29,Dummy
218,613,519,704,0.86,Car
0,171,45,230,0.38,Dummy
117,157,208,211,0.32,Dummy
230,611,531,704,0.84,Car
0,170,45,230,0.26,Dummy
231,612,533,704,0.86,Car
0,174,45,230,0.34,Dummy
218,613,519,704,0.83,Car
0,172,45,230,0.4,Dummy
117,157,208,211,0.3,Dummy
218,613,519,704,0.85,Car
0,174,45,230,0.38,Dummy
231,611,530,704,0.86,Car
625,179,703,274,0.32,AnotherCar
0,172,45,230,0.3,Dummy
117,158,208,211,0.26,Dummy
232,610,532,704,0.87,Car
116,157,208,211,0.31,Dummy
0,173,45,230,0.27,Dummy
230,609,535,704,0.86,Car
0,172,45,230,0.3,Dummy
264,622,510,704,0.26,Car
219,612,519,704,0.86,Car
0,173,45,230,0.28,Dummy
220,614,519,704,0.86,Car
0,173,45,230,0.36,Dummy
231,610,531,704,0.85,Car
0,171,45,230,0.29,Dummy
221,612,520,704,0.86,Car
0,170,45,230,0.34,Dummy
117,158,208,210,0.31,Dummy
218,613,519,704,0.84,Car
0,170,45,230,0.26,Dummy
229,610,531,704,0.85,Car
0,172,45,230,0.32,Dummy
231,610,532,704,0.85,Car
0,171,45,230,0.37,Dummy
116,157,208,212,0.26,Dummy
231,610,533,704,0.86,Car
0,171,45,230,0.32,Dummy
117,157,208,210,0.28,Dummy
231,610,531,704,0.86,Car
0,172,45,230,0.37,Dummy
117,157,208,210,0.29,Dummy
230,611,530,704,0.86,Car
0,172,45,230,0.36,Dummy
117,158,208,209,0.31,Dummy
632,199,699,269,0.29,Dummy
218,613,519,704,0.84,Car
0,173,45,230,0.38,Dummy
632,199,697,271,0.32,Dummy
231,611,532,704,0.86,Car
0,168,45,230,0.28,Dummy
219,614,518,704,0.86,Car
632,199,702,274,0.47,Dummy
0,171,45,230,0.3,Dummy
218,613,520,704,0.86,Car
631,199,703,275,0.35,Dummy
0,172,45,230,0.32,Dummy
117,157,208,211,0.28,Dummy
231,613,532,703,0.85,Car
0,170,45,230,0.36,Dummy
632,199,702,269,0.35,Dummy
116,157,208,211,0.34,Dummy
232,610,531,704,0.85,Car
631,198,703,265,0.52,Dummy
0,172,45,230,0.35,Dummy
219,612,518,704,0.85,Car
632,196,703,268,0.52,Dummy
284,620,512,704,0.5,Car
0,171,45,230,0.33,Dummy
116,158,207,210,0.29,Dummy
233,611,534,704,0.86,Car
0,169,45,230,0.34,Dummy
117,158,207,210,0.27,Dummy
218,612,519,704,0.86,Car
632,199,704,272,0.52,Dummy
0,174,45,230,0.42,Dummy
630,198,703,273,0.34,AnotherCar
219,613,519,704,0.87,Car
0,173,45,230,0.36,Dummy
117,158,208,210,0.3,Dummy
631,201,703,274,0.26,Dummy
219,613,519,704,0.87,Car
0,170,45,230,0.29,Dummy
231,612,531,704,0.85,Car
0,172,45,230,0.32,Dummy
116,157,208,211,0.27,Dummy
231,608,534,704,0.85,Car
0,172,45,230,0.32,Dummy
230,611,532,704,0.86,Car
0,172,45,230,0.29,Dummy
229,611,533,704,0.84,Car
278,620,513,704,0.5,Car
0,173,45,230,0.32,Dummy
221,613,519,704,0.85,Car
0,173,45,230,0.33,Dummy
116,158,208,212,0.28,Dummy
230,610,530,704,0.85,Car
0,170,45,230,0.3,Dummy
116,157,208,211,0.3,Dummy
231,609,528,704,0.85,Car
0,171,45,230,0.29,Dummy
219,612,519,704,0.86,Car
0,172,45,230,0.33,Dummy
116,157,208,212,0.26,Dummy
230,613,533,704,0.84,Car
276,622,513,704,0.48,Car
631,204,702,271,0.33,Dummy
116,158,208,210,0.31,Dummy
0,172,45,230,0.28,Dummy
231,612,532,704,0.87,Car
631,204,702,267,0.39,Dummy
116,157,208,210,0.35,Dummy
0,173,45,230,0.31,Dummy
231,608,533,704,0.84,Car
632,204,702,269,0.51,Dummy
0,173,45,230,0.34,Dummy
116,158,207,210,0.31,Dummy
218,612,519,704,0.85,Car
632,204,702,270,0.51,Dummy
0,172,45,230,0.32,Dummy
116,157,208,211,0.27,Dummy
230,612,529,703,0.87,Car
631,200,704,265,0.4,Dummy
0,172,45,230,0.32,Dummy
116,157,207,212,0.31,Dummy
232,612,532,704,0.86,Car
632,202,704,271,0.39,Dummy
0,172,45,230,0.33,Dummy
116,157,208,211,0.29,Dummy
672,175,702,209,0.26,AnotherCar
230,611,531,704,0.84,Car
0,173,45,230,0.32,Dummy
632,197,704,270,0.31,Dummy
231,613,530,703,0.87,Car
632,200,704,274,0.35,Dummy
0,171,45,230,0.35,Dummy
116,157,208,211,0.31,Dummy
231,610,532,704,0.85,Car
0,173,45,230,0.37,Dummy
116,158,207,210,0.33,Dummy
632,198,704,271,0.31,Dummy
231,611,532,704,0.85,Car
669,175,702,208,0.38,AnotherCar
0,173,45,230,0.36,Dummy
230,609,533,704,0.85,Car
671,175,702,207,0.37,AnotherCar
0,171,45,230,0.36,Dummy
117,157,208,210,0.32,Dummy
221,612,518,704,0.87,Car
0,172,44,230,0.33,Dummy
231,609,531,704,0.85,Car
0,172,45,230,0.32,Dummy
674,174,703,208,0.28,AnotherCar
116,157,208,211,0.28,Dummy
232,609,533,704,0.85,Car
0,173,45,230,0.37,Dummy
117,157,208,210,0.3,Dummy
231,612,534,704,0.87,Car
0,171,45,230,0.38,Dummy
117,157,207,209,0.34,Dummy
231,611,532,704,0.86,Car
116,157,207,211,0.36,Dummy
0,172,45,230,0.32,Dummy
231,609,529,704,0.85,Car
0,170,45,230,0.37,Dummy
117,158,207,210,0.27,Dummy
231,610,528,704,0.87,Car
0,169,45,230,0.33,Dummy
116,158,208,211,0.29,Dummy
232,608,531,704,0.87,Car
0,173,45,230,0.35,Dummy
116,158,208,210,0.27,Dummy
220,612,519,704,0.87,Car
0,169,45,230,0.29,Dummy
116,157,208,212,0.26,Dummy
231,610,530,704,0.84,Car
0,171,45,230,0.35,Dummy
116,158,208,212,0.26,Dummy
230,610,532,704,0.84,Car
279,619,513,704,0.52,Car
0,171,45,230,0.37,Dummy
116,158,208,210,0.31,Dummy
222,612,519,704,0.86,Car
0,172,45,230,0.39,Dummy
230,611,532,704,0.85,Car
117,157,208,209,0.34,Dummy
0,171,45,230,0.33,Dummy
219,613,519,704,0.85,Car
0,172,45,230,0.34,Dummy
232,610,531,704,0.86,Car
0,170,45,230,0.35,Dummy
670,176,702,207,0.3,AnotherCar
231,608,532,704,0.86,Car
0,171,45,230,0.35,Dummy
116,157,208,211,0.26,Dummy
231,608,531,704,0.86,Car
660,180,703,211,0.43,AnotherCar
0,173,45,230,0.36,Dummy
116,157,208,210,0.32,Dummy
233,610,530,704,0.87,Car
0,171,45,230,0.33,Dummy
116,157,208,210,0.32,Dummy
659,182,703,211,0.29,AnotherCar
231,609,529,704,0.87,Car
0,171,45,230,0.37,Dummy
116,157,207,211,0.29,Dummy
230,609,531,704,0.86,Car
0,172,45,230,0.35,Dummy
659,183,701,211,0.27,AnotherCar
231,610,531,704,0.86,Car
661,183,703,211,0.42,AnotherCar
0,173,45,230,0.34,Dummy
231,608,531,704,0.86,Car
0,172,45,230,0.38,Dummy
669,181,703,209,0.27,AnotherCar
232,609,532,704,0.85,Car
0,172,45,230,0.32,Dummy
117,157,208,210,0.29,Dummy
230,610,530,704,0.87,Car
117,157,208,211,0.31,Dummy
0,170,45,230,0.3,Dummy
231,611,532,704,0.85,Car
0,172,45,230,0.36,Dummy
116,157,207,211,0.32,Dummy
222,612,519,704,0.86,Car
117,157,208,211,0.33,Dummy
0,172,45,230,0.32,Dummy
232,611,530,704,0.86,Car
0,172,45,230,0.33,Dummy
232,610,533,704,0.87,Car
117,157,207,211,0.31,Dummy
0,173,45,230,0.29,Dummy
219,613,518,704,0.84,Car
0,172,45,230,0.34,Dummy
116,158,208,211,0.31,Dummy
231,609,531,704,0.85,Car
117,157,207,210,0.37,Dummy
0,170,45,230,0.32,Dummy
230,611,531,704,0.86,Car
0,172,45,230,0.33,Dummy
116,157,208,212,0.28,Dummy
232,610,530,704,0.87,Car
117,158,208,210,0.33,Dummy
0,173,45,230,0.32,Dummy
231,610,530,704,0.86,Car
0,171,45,230,0.34,Dummy
671,182,703,210,0.29,AnotherCar
117,158,208,210,0.26,Dummy
220,612,519,704,0.85,Car
0,172,45,230,0.34,Dummy
601,189,704,267,0.31,AnotherCar
117,157,208,210,0.29,Dummy
232,612,533,703,0.86,Car
664,181,702,212,0.35,AnotherCar
0,173,45,230,0.3,Dummy
601,194,704,267,0.28,AnotherCar
232,612,531,704,0.85,Car
0,173,45,230,0.33,Dummy
116,157,208,211,0.32,Dummy
232,612,531,704,0.87,Car
117,157,207,210,0.34,Dummy
0,172,45,230,0.28,Dummy
221,612,519,704,0.85,Car
659,182,696,210,0.31,AnotherCar
0,172,45,230,0.3,Dummy
117,157,208,210,0.28,Dummy
232,611,531,704,0.85,Car
0,171,45,230,0.36,Dummy
116,157,208,210,0.32,Dummy
231,610,531,704,0.86,Car
0,174,45,230,0.3,Dummy
116,158,208,210,0.29,Dummy
230,611,532,704,0.86,Car
0,170,45,230,0.34,Dummy
600,182,704,270,0.31,AnotherCar
116,157,208,211,0.27,Dummy
230,611,530,704,0.85,Car
0,172,44,230,0.33,Dummy
117,157,208,211,0.29,Dummy
232,611,532,704,0.86,Car
0,173,45,230,0.35,Dummy
117,157,208,212,0.27,Dummy
219,612,519,704,0.85,Car
0,173,45,230,0.32,Dummy
116,157,208,211,0.3,Dummy
219,612,520,704,0.84,Car
0,171,45,230,0.37,Dummy
231,609,532,704,0.85,Car
0,172,45,230,0.37,Dummy
117,157,208,211,0.28,Dummy
232,611,530,704,0.85,Car
231,611,530,704,0.86,Car
116,157,208,211,0.3,Dummy
0,172,45,230,0.28,Dummy
231,612,533,704,0.86,Car
0,172,45,230,0.36,Dummy
116,157,208,210,0.32,Dummy
229,610,532,704,0.84,Car
0,173,45,230,0.34,Dummy
117,157,208,211,0.31,Dummy
231,611,529,704,0.87,Car
0,170,45,230,0.35,Dummy
660,181,692,209,0.28,AnotherCar
230,610,531,704,0.86,Car
0,171,45,230,0.33,Dummy
116,157,208,210,0.3,Dummy
660,181,692,209,0.28,AnotherCar
216,613,520,704,0.85,Car
600,186,702,268,0.3,AnotherCar
116,157,208,211,0.27,Dummy
0,169,45,230,0.26,Dummy
232,609,533,704,0.86,Car
0,171,45,230,0.31,Dummy
117,157,208,211,0.26,Dummy
233,610,533,704,0.87,Car
0,173,45,230,0.32,Dummy
117,157,208,211,0.28,Dummy
231,609,534,704,0.84,Car
0,174,45,230,0.41,Dummy
659,181,692,209,0.28,AnotherCar
272,620,510,704,0.27,Car
221,613,520,704,0.84,Car
601,195,703,268,0.34,AnotherCar
0,174,45,230,0.33,Dummy
117,157,208,211,0.31,Dummy
218,613,519,704,0.85,Car
0,172,45,230,0.31,Dummy
601,190,703,268,0.31,AnotherCar
232,612,532,703,0.84,Car
0,172,45,230,0.28,Dummy
230,609,531,704,0.86,Car
0,174,45,230,0.35,Dummy
117,157,207,210,0.32,Dummy
661,180,692,209,0.26,AnotherCar
219,614,519,704,0.85,Car
117,157,207,211,0.36,Dummy
0,173,44,230,0.31,Dummy
221,612,519,704,0.85,Car
0,173,44,230,0.38,Dummy
661,180,694,209,0.37,AnotherCar
117,157,208,210,0.3,Dummy
230,610,533,704,0.86,Car
661,179,694,209,0.41,AnotherCar
0,174,45,230,0.35,Dummy
231,610,533,704,0.87,Car
661,179,695,209,0.39,AnotherCar
0,172,45,230,0.33,Dummy
231,611,531,704,0.85,Car
661,180,695,209,0.47,AnotherCar
0,172,45,230,0.35,Dummy
117,157,208,212,0.31,Dummy
600,196,702,266,0.27,AnotherCar
231,610,533,704,0.85,Car
0,175,44,230,0.34,Dummy
116,157,207,211,0.33,Dummy
661,179,695,209,0.32,AnotherCar
220,613,519,704,0.85,Car
662,179,695,209,0.39,AnotherCar
0,174,44,230,0.39,Dummy
117,157,207,210,0.33,Dummy
218,613,519,704,0.84,Car
285,621,513,704,0.56,Car
662,180,695,209,0.37,AnotherCar
0,175,44,230,0.35,Dummy
117,157,207,211,0.29,Dummy
231,609,530,704,0.86,Car
0,173,45,230,0.33,Dummy
117,157,208,212,0.28,Dummy
600,194,703,266,0.26,AnotherCar
219,614,520,704,0.85,Car
601,192,702,268,0.47,AnotherCar
662,181,696,209,0.4,AnotherCar
0,174,45,230,0.35,Dummy
117,158,208,212,0.27,Dummy
231,612,533,704,0.86,Car
601,184,703,267,0.44,AnotherCar
0,173,44,230,0.34,Dummy
117,158,207,210,0.33,Dummy
231,610,532,704,0.84,Car
601,185,703,267,0.37,AnotherCar
0,173,45,230,0.28,Dummy
231,611,533,704,0.85,Car
601,188,702,268,0.44,AnotherCar
0,174,45,230,0.36,Dummy
117,157,207,211,0.3,Dummy
663,182,696,210,0.29,AnotherCar
231,609,532,704,0.86,Car
0,174,44,230,0.34,Dummy
663,178,695,209,0.28,AnotherCar
230,612,530,704,0.85,Car
0,175,44,230,0.4,Dummy
600,194,702,266,0.36,AnotherCar
229,610,530,704,0.84,Car
277,621,513,704,0.48,Car
0,173,45,230,0.37,Dummy
116,158,208,211,0.28,Dummy
219,613,519,704,0.85,Car
0,175,44,230,0.32,Dummy
600,195,703,267,0.28,AnotherCar
231,611,532,704,0.87,Car
0,172,45,230,0.3,Dummy
117,158,207,211,0.29,Dummy
231,610,532,704,0.86,Car
662,177,695,209,0.33,AnotherCar
0,174,45,230,0.33,Dummy
600,201,702,266,0.28,AnotherCar
117,157,208,210,0.27,Dummy
231,610,533,704,0.84,Car
0,172,45,230,0.3,Dummy
268,623,510,704,0.26,Car
116,157,208,212,0.26,Dummy
231,610,533,704,0.86,Car
662,177,697,209,0.35,AnotherCar
0,172,44,230,0.32,Dummy
230,610,530,704,0.85,Car
0,174,45,230,0.38,Dummy
117,157,208,210,0.34,Dummy
663,177,697,209,0.28,AnotherCar
219,613,519,704,0.85,Car
662,177,697,209,0.4,AnotherCar
0,174,45,230,0.38,Dummy
117,158,207,210,0.31,Dummy
220,613,520,704,0.85,Car
0,174,45,230,0.38,Dummy
662,177,698,209,0.32,AnotherCar
218,614,519,704,0.86,Car
663,177,697,208,0.3,AnotherCar
0,172,45,230,0.3,Dummy
117,158,208,210,0.27,Dummy
231,610,533,704,0.86,Car
662,177,696,209,0.34,AnotherCar
117,158,208,211,0.34,Dummy
0,173,45,230,0.31,Dummy
230,611,534,704,0.85,Car
117,158,208,210,0.34,Dummy
0,173,44,230,0.34,Dummy
662,177,696,209,0.27,AnotherCar
218,614,519,704,0.85,Car
0,173,45,230,0.31,Dummy
232,610,531,704,0.86,Car
662,176,697,208,0.38,AnotherCar
0,173,45,230,0.33,Dummy
117,157,208,211,0.26,Dummy
230,611,532,704,0.86,Car
662,177,697,209,0.36,AnotherCar
230,610,532,704,0.86,Car
661,177,697,209,0.38,AnotherCar
0,173,44,230,0.29,Dummy
220,612,519,704,0.86,Car
661,177,696,209,0.49,AnotherCar
0,173,44,230,0.32,Dummy
117,157,208,210,0.27,Dummy
231,612,534,704,0.85,Car
0,172,45,230,0.33,Dummy
662,177,696,209,0.32,AnotherCar
117,158,208,211,0.29,Dummy
231,610,533,704,0.85,Car
661,177,696,209,0.46,AnotherCar
0,174,45,230,0.39,Dummy
117,158,208,211,0.27,Dummy
232,611,533,704,0.85,Car
0,174,45,230,0.35,Dummy
662,177,694,209,0.34,AnotherCar
117,157,208,211,0.26,Dummy
230,612,533,704,0.86,Car
0,174,45,230,0.34,Dummy
661,178,696,209,0.3,AnotherCar
117,157,208,211,0.26,Dummy
232,611,532,704,0.88,Car
116,157,208,210,0.4,Dummy
0,175,45,230,0.39,Dummy
661,180,694,209,0.33,AnotherCar
219,614,520,704,0.86,Car
116,157,208,212,0.3,Dummy
0,173,44,230,0.28,Dummy
230,609,534,704,0.84,Car
265,624,513,704,0.5,Car
0,174,45,230,0.3,Dummy
231,610,531,704,0.87,Car
661,181,695,209,0.34,AnotherCar
0,172,45,230,0.3,Dummy
117,157,208,211,0.27,Dummy
230,609,532,704,0.86,Car
0,172,45,230,0.34,Dummy
117,157,208,212,0.29,Dummy
665,180,697,209,0.28,AnotherCar
602,187,701,264,0.27,AnotherCar
232,609,532,704,0.87,Car
670,178,702,210,0.42,AnotherCar
0,175,45,230,0.35,Dummy
117,157,208,211,0.26,Dummy
232,607,531,704,0.86,Car
0,175,44,230,0.39,Dummy
117,157,208,211,0.37,Dummy
269,621,509,704,0.26,Car
231,611,531,704,0.85,Car
117,158,208,209,0.38,Dummy
0,172,45,230,0.36,Dummy
229,610,532,704,0.86,Car
0,175,44,230,0.37,Dummy
116,157,208,211,0.27,Dummy
231,611,531,704,0.86,Car
0,174,44,230,0.37,Dummy
117,157,208,211,0.29,Dummy
231,610,531,704,0.86,Car
0,173,45,230,0.32,Dummy
230,610,531,704,0.85,Car
0,175,44,230,0.32,Dummy
117,157,208,212,0.26,Dummy
230,610,531,704,0.85,Car
0,173,45,230,0.32,Dummy
230,610,531,704,0.86,Car
0,175,44,230,0.37,Dummy
117,158,208,211,0.32,Dummy
219,614,519,703,0.85,Car
0,174,45,230,0.36,Dummy
218,613,519,704,0.85,Car
0,174,45,230,0.37,Dummy
117,157,208,211,0.31,Dummy
231,610,532,704,0.83,Car
117,157,208,209,0.4,Dummy
0,172,45,230,0.32,Dummy
231,611,531,704,0.86,Car
117,157,208,211,0.35,Dummy
597,202,704,271,0.33,AnotherCar
0,173,44,230,0.31,Dummy
231,611,533,704,0.86,Car
0,175,45,230,0.37,Dummy
117,157,208,210,0.31,Dummy
230,612,529,704,0.86,Car
0,175,45,230,0.37,Dummy
116,157,208,210,0.33,Dummy
596,202,704,269,0.26,AnotherCar
231,608,532,704,0.86,Car
117,157,208,211,0.37,Dummy
598,202,704,269,0.37,AnotherCar
0,172,44,230,0.34,Dummy
230,608,532,704,0.86,Car
0,173,44,230,0.28,Dummy
117,158,208,211,0.27,Dummy
231,610,530,704,0.86,Car
117,157,207,211,0.32,Dummy
0,173,45,230,0.3,Dummy
217,613,519,704,0.85,Car
0,174,44,230,0.36,Dummy
117,157,208,211,0.3,Dummy
229,610,531,704,0.85,Car
0,175,45,230,0.41,Dummy
117,158,208,211,0.28,Dummy
217,613,519,704,0.84,Car
285,620,513,704,0.52,Car
0,174,44,230,0.42,Dummy
591,199,704,270,0.38,AnotherCar
117,157,208,211,0.37,Dummy
230,610,531,704,0.86,Car
117,157,208,211,0.32,Dummy
0,172,45,230,0.29,Dummy
217,613,519,704,0.84,Car
116,157,208,212,0.34,Dummy
0,174,44,230,0.31,Dummy
274,622,509,704,0.29,Car
232,610,532,704,0.85,Car
0,173,44,230,0.34,Dummy
117,157,208,211,0.3,Dummy
218,613,519,704,0.85,Car
0,172,45,230,0.35,Dummy
117,157,208,212,0.34,Dummy
591,195,704,269,0.31,AnotherCar
231,611,531,704,0.86,Car
591,196,703,268,0.35,AnotherCar
0,172,44,230,0.3,Dummy
218,612,519,704,0.86,Car
0,171,45,230,0.37,Dummy
117,157,208,211,0.3,Dummy
229,609,529,704,0.84,Car
273,621,513,704,0.46,Car
592,194,702,264,0.3,AnotherCar
230,609,530,704,0.84,Car
0,173,44,230,0.28,Dummy
117,157,208,212,0.28,Dummy
231,610,531,704,0.87,Car
117,158,208,210,0.3,Dummy
0,174,44,230,0.29,Dummy
231,611,533,704,0.85,Car
229,608,533,704,0.85,Car
0,174,44,230,0.35,Dummy
231,609,533,704,0.86,Car
117,157,207,210,0.36,Dummy
0,173,44,230,0.34,Dummy
217,612,519,704,0.85,Car
285,620,513,704,0.5,Car
0,174,44,230,0.36,Dummy
230,608,530,704,0.87,Car
0,175,44,230,0.39,Dummy
117,157,207,212,0.28,Dummy
231,611,529,704,0.88,Car
117,158,207,210,0.3,Dummy
0,173,45,230,0.3,Dummy
231,608,531,704,0.87,Car
0,175,44,230,0.37,Dummy
117,157,208,211,0.37,Dummy
230,609,531,704,0.86,Car
117,157,208,210,0.41,Dummy
0,173,45,230,0.35,Dummy
231,609,531,704,0.85,Car
0,174,44,230,0.36,Dummy
117,158,208,212,0.28,Dummy
229,611,530,704,0.84,Car
0,175,44,230,0.39,Dummy
116,157,207,211,0.37,Dummy
601,197,702,265,0.27,AnotherCar
232,609,531,704,0.85,Car
601,195,704,265,0.54,AnotherCar
0,174,45,230,0.37,Dummy
117,157,208,211,0.3,Dummy
229,610,533,704,0.84,Car
277,619,513,704,0.55,Car
602,194,703,265,0.42,AnotherCar
0,172,45,230,0.27,Dummy
232,611,532,704,0.87,Car
0,172,45,230,0.3,Dummy
602,193,701,264,0.29,AnotherCar
232,611,532,704,0.88,Car
602,192,701,269,0.4,AnotherCar
0,174,45,230,0.29,Dummy
230,609,531,704,0.86,Car
602,192,701,269,0.38,AnotherCar
0,175,45,230,0.36,Dummy
117,157,208,212,0.28,Dummy
219,613,518,704,0.85,Car
603,191,700,268,0.46,AnotherCar
0,175,45,230,0.38,Dummy
229,611,532,704,0.86,Car
0,175,45,230,0.39,Dummy
117,158,207,211,0.28,Dummy
604,191,704,272,0.26,AnotherCar
218,612,519,704,0.86,Car
117,158,208,210,0.35,Dummy
0,174,44,230,0.31,Dummy
218,613,520,704,0.85,Car
117,158,208,211,0.33,Dummy
0,174,44,230,0.31,Dummy
232,611,530,704,0.88,Car
0,175,44,230,0.37,Dummy
117,158,208,210,0.3,Dummy
231,610,534,704,0.86,Car
0,174,45,230,0.38,Dummy
272,623,510,704,0.28,Car
117,157,208,212,0.26,Dummy
232,610,532,704,0.86,Car
0,175,45,230,0.39,Dummy
116,157,208,211,0.37,Dummy
232,610,532,704,0.86,Car
0,174,45,230,0.37,Dummy
117,157,208,211,0.29,Dummy
230,609,529,704,0.86,Car
0,173,45,230,0.32,Dummy
231,611,531,704,0.86,Car
0,174,45,230,0.37,Dummy
116,157,208,211,0.29,Dummy
231,611,532,704,0.85,Car
0,175,44,230,0.37,Dummy
116,158,208,211,0.28,Dummy
216,612,518,704,0.84,Car
0,175,44,230,0.32,Dummy
632,203,703,267,0.29,Dummy
117,157,208,210,0.28,Dummy
217,613,519,704,0.85,Car
632,202,704,266,0.27,Dummy
213,614,519,704,0.82,Car
633,200,704,265,0.31,Dummy
218,615,519,703,0.86,Car
216,614,518,704,0.85,Car
117,157,207,211,0.3,Dummy
0,175,44,230,0.3,Dummy
231,611,533,704,0.86,Car
632,203,704,267,0.4,Dummy
0,173,45,230,0.28,Dummy
230,608,523,704,0.89,Car
0,173,46,231,0.42,Dummy
631,204,704,265,0.35,Dummy
230,611,520,704,0.92,Car
0,172,46,231,0.45,Dummy
231,610,527,703,0.87,Car
0,173,45,231,0.39,Dummy
632,204,704,265,0.32,Dummy
232,611,531,704,0.84,Car
633,204,703,263,0.41,Dummy
0,172,45,230,0.3,Dummy
230,611,529,704,0.85,Car
634,205,703,263,0.42,Dummy
117,157,208,211,0.29,Dummy
0,175,43,230,0.29,Dummy
216,615,519,704,0.83,Car
635,204,703,266,0.53,Dummy
213,614,519,703,0.81,Car
635,204,703,265,0.55,Dummy
216,615,518,703,0.84,Car
634,204,703,266,0.47,Dummy
216,612,518,704,0.86,Car
117,156,208,211,0.33,Dummy
634,205,702,268,0.27,Dummy
218,612,519,704,0.84,Car
633,205,702,270,0.47,Dummy
0,175,44,230,0.4,Dummy
116,158,208,212,0.3,Dummy
232,608,526,704,0.87,Car
633,205,702,267,0.42,Dummy
0,172,46,231,0.41,Dummy
230,609,521,703,0.91,Car
0,173,45,231,0.44,Dummy
229,612,532,704,0.85,Car
0,174,45,230,0.34,Dummy
227,611,529,704,0.84,Car
281,621,513,704,0.48,Car
0,173,45,230,0.28,Dummy
229,610,531,704,0.85,Car
0,174,44,230,0.34,Dummy
232,610,531,704,0.87,Car
0,173,44,230,0.35,Dummy
117,158,207,212,0.29,Dummy
230,613,530,703,0.86,Car
0,174,44,230,0.4,Dummy
216,613,520,704,0.83,Car
291,619,513,704,0.51,Car
0,172,45,230,0.28,Dummy
117,157,208,211,0.28,Dummy
229,610,528,704,0.86,Car
0,175,45,230,0.32,Dummy
117,157,208,211,0.31,Dummy
229,610,529,704,0.85,Car
0,174,44,230,0.3,Dummy
218,614,519,704,0.85,Car
0,175,45,230,0.3,Dummy
629,169,702,275,0.29,AnotherCar
231,611,532,704,0.86,Car
0,172,45,230,0.26,Dummy
231,608,529,704,0.87,Car
0,175,44,230,0.32,Dummy
232,610,530,704,0.86,Car
0,172,45,230,0.28,Dummy
230,608,529,704,0.87,Car
0,173,45,230,0.28,Dummy
230,609,532,704,0.86,Car
0,175,44,230,0.37,Dummy
117,158,208,211,0.3,Dummy
627,157,703,271,0.28,AnotherCar
230,609,529,704,0.86,Car
0,174,45,230,0.33,Dummy
117,158,208,211,0.32,Dummy
230,610,532,704,0.85,Car
0,174,45,230,0.31,Dummy
232,612,529,704,0.87,Car
630,202,704,271,0.44,Dummy
117,157,207,212,0.31,Dummy
232,611,530,704,0.86,Car
630,202,704,271,0.53,Dummy
0,173,45,230,0.33,Dummy
230,610,529,704,0.85,Car
630,201,704,270,0.45,Dummy
0,175,44,230,0.31,Dummy
229,613,531,704,0.84,Car
630,201,704,270,0.57,Dummy
0,173,44,230,0.37,Dummy
117,158,208,211,0.27,Dummy
229,608,530,704,0.86,Car
