X1,Y1,X2,Y2,Confidence,Class
0,15,51,70,0.39,Dummy
376,97,511,169,0.33,Dummy
0,15,50,71,0.31,Dummy
0,13,51,70,0.28,Dummy
375,96,513,170,0.27,Dummy
456,14,665,95,0.52,Dummy
191,93,323,170,0.28,Dummy
251,23,452,92,0.65,Dummy
119,59,293,142,0.33,Dummy
111,23,309,95,0.74,Dummy
0,49,125,133,0.56,Dummy
190,23,310,95,0.27,Dummy
112,23,309,97,0.59,Dummy
0,48,127,122,0.53,Dummy
116,22,310,97,0.6,Dummy
0,48,128,129,0.47,Dummy
112,22,309,96,0.6,Dummy
0,47,129,129,0.53,Dummy
0,49,136,132,0.56,Dummy
114,22,308,96,0.54,Dummy
0,47,129,125,0.57,Dummy
103,21,306,98,0.47,Dummy
0,48,132,132,0.66,Dummy
112,21,310,99,0.58,Dummy
0,49,132,132,0.68,Dummy
115,21,311,98,0.55,Dummy
0,45,131,133,0.64,Dummy
115,22,309,96,0.49,Dummy
0,49,131,134,0.65,Dummy
115,22,308,96,0.57,Dummy
0,48,128,127,0.7,Dummy
108,22,303,97,0.59,Dummy
0,47,129,128,0.66,Dummy
108,22,301,96,0.48,Dummy
0,49,136,133,0.62,Dummy
112,22,308,96,0.46,Dummy
0,49,130,132,0.63,Dummy
107,22,301,96,0.44,Dummy
0,49,130,128,0.57,Dummy
107,22,301,96,0.46,Dummy
0,48,133,134,0.61,Dummy
107,21,303,96,0.52,Dummy
113,22,305,95,0.61,Dummy
0,48,128,131,0.61,Dummy
0,50,132,128,0.6,Dummy
115,22,308,96,0.57,Dummy
114,23,308,94,0.6,Dummy
0,50,131,128,0.59,Dummy
0,50,131,133,0.59,Dummy
113,23,301,94,0.54,Dummy
113,22,306,93,0.63,Dummy
0,49,132,130,0.63,Dummy
0,50,132,130,0.62,Dummy
115,22,308,95,0.54,Dummy
254,0,327,16,0.27,Dummy
350,0,549,91,0.57,Dummy
582,0,704,125,0.42,Dummy
350,0,549,90,0.56,Dummy
581,0,704,123,0.4,Dummy
352,0,550,94,0.48,Dummy
582,0,704,124,0.48,Dummy
582,0,704,124,0.44,Dummy
349,0,549,95,0.43,Dummy
347,0,549,97,0.44,Dummy
582,0,704,124,0.44,Dummy
582,0,704,124,0.42,Dummy
347,0,547,88,0.39,Dummy
348,0,549,89,0.54,Dummy
582,0,704,124,0.45,Dummy
343,0,547,89,0.39,Dummy
581,0,704,124,0.36,Dummy
344,0,547,62,0.26,Dummy
358,0,577,45,0.38,Dummy
355,0,597,89,0.27,Dummy
1,4,129,86,0.27,Dummy
0,43,132,124,0.51,Dummy
101,21,316,98,0.41,Dummy
0,44,137,135,0.61,Dummy
118,22,307,99,0.37,Dummy
0,48,133,134,0.71,Dummy
262,0,332,16,0.29,Dummy
0,42,132,133,0.62,Dummy
108,20,305,95,0.34,Dummy
0,41,145,135,0.63,Dummy
171,89,302,168,0.59,Dummy
429,11,635,68,0.42,Dummy
428,12,642,94,0.36,Dummy
297,62,464,143,0.34,Dummy
353,93,500,172,0.57,Dummy
643,20,703,56,0.44,Dummy
501,56,667,139,0.42,Dummy
84,95,129,135,0.32,AnotherCar
48,122,81,141,0.27,Car
655,22,703,54,0.5,Dummy
368,92,503,170,0.39,Dummy
0,15,39,57,0.37,Dummy
511,50,671,131,0.35,Dummy
0,16,39,57,0.46,Dummy
657,22,703,54,0.41,Dummy
515,49,672,119,0.37,Dummy
369,94,505,170,0.26,Dummy
0,16,39,57,0.41,Dummy
656,22,703,54,0.4,Dummy
513,47,672,127,0.34,Dummy
368,94,504,173,0.27,Dummy
0,16,39,56,0.39,Dummy
657,22,703,54,0.38,Dummy
368,93,504,170,0.28,Dummy
268,86,297,107,0.26,Dummy
657,22,703,55,0.43,Dummy
0,16,39,56,0.39,Dummy
510,47,672,130,0.33,Dummy
368,94,504,172,0.3,Dummy
0,16,39,58,0.42,Dummy
656,22,703,54,0.36,Dummy
506,44,672,130,0.32,Dummy
367,94,505,172,0.29,Dummy
0,16,39,58,0.38,Dummy
656,21,703,54,0.36,Dummy
509,45,673,129,0.32,Dummy
368,93,505,170,0.3,Dummy
657,22,703,54,0.39,Dummy
504,45,672,128,0.31,Dummy
0,16,39,56,0.31,Dummy
370,91,516,171,0.59,Dummy
520,55,700,140,0.33,Dummy
596,84,703,160,0.64,Dummy
173,28,281,86,0.42,Dummy
279,32,384,88,0.39,Dummy
483,27,577,84,0.32,Dummy
482,26,577,84,0.31,Dummy
482,25,577,83,0.37,Dummy
483,25,577,81,0.45,Dummy
483,25,577,83,0.4,Dummy
483,25,577,82,0.44,Dummy
483,25,577,81,0.43,Dummy
483,25,577,81,0.43,Dummy
484,25,577,82,0.44,Dummy
483,25,577,82,0.45,Dummy
483,25,577,82,0.4,Dummy
483,25,577,81,0.42,Dummy
483,25,577,82,0.38,Dummy
482,26,577,85,0.28,Dummy
482,27,577,86,0.28,Dummy
481,29,576,86,0.29,Dummy
481,28,576,87,0.29,Dummy
480,30,576,88,0.26,Dummy
480,30,576,88,0.27,Dummy
480,30,575,88,0.28,Dummy
480,30,576,88,0.29,Dummy
480,30,575,88,0.27,Dummy
480,30,575,88,0.26,Dummy
480,30,575,88,0.27,Dummy
479,29,576,88,0.27,Dummy
479,29,576,88,0.3,Dummy
479,29,576,88,0.3,Dummy
479,30,576,88,0.3,Dummy
479,29,576,88,0.31,Dummy
480,29,575,88,0.36,Dummy
479,28,575,88,0.42,Dummy
479,28,575,88,0.42,Dummy
480,30,576,88,0.34,Dummy
481,27,575,88,0.33,Dummy
481,30,575,88,0.28,Dummy
481,29,575,88,0.3,Dummy
481,28,575,88,0.29,Dummy
481,28,575,89,0.29,Dummy
480,29,574,88,0.3,Dummy
480,29,574,88,0.27,Dummy
480,30,574,88,0.29,Dummy
481,29,575,88,0.31,Dummy
480,29,575,88,0.26,Dummy
481,29,574,88,0.28,Dummy
480,29,575,88,0.3,Dummy
480,29,575,88,0.32,Dummy
480,28,575,88,0.32,Dummy
480,28,575,88,0.29,Dummy
480,29,574,88,0.33,Dummy
481,29,574,88,0.36,Dummy
480,29,575,88,0.3,Dummy
480,29,574,88,0.31,Dummy
480,28,575,88,0.31,Dummy
479,28,575,88,0.3,Dummy
481,29,575,88,0.36,Dummy
481,29,575,88,0.36,Dummy
479,29,575,88,0.29,Dummy
480,28,575,88,0.32,Dummy
479,28,575,88,0.33,Dummy
481,28,574,88,0.36,Dummy
480,27,575,88,0.36,Dummy
480,29,574,88,0.3,Dummy
479,28,575,88,0.33,Dummy
480,29,575,88,0.39,Dummy
480,29,574,88,0.33,Dummy
481,28,575,88,0.37,Dummy
479,29,575,88,0.33,Dummy
480,29,576,88,0.36,Dummy
480,28,575,88,0.35,Dummy
481,28,575,88,0.33,Dummy
480,29,574,88,0.31,Dummy
480,28,575,88,0.31,Dummy
481,28,574,88,0.35,Dummy
480,28,575,88,0.35,Dummy
481,28,575,88,0.4,Dummy
480,29,574,88,0.34,Dummy
480,29,575,88,0.33,Dummy
478,29,576,88,0.28,Dummy
480,28,574,88,0.31,Dummy
479,28,574,88,0.34,Dummy
480,29,575,88,0.37,Dummy
479,28,574,88,0.3,Dummy
480,28,575,88,0.34,Dummy
479,28,574,89,0.28,Dummy
480,28,575,88,0.33,Dummy
481,28,575,88,0.36,Dummy
480,29,575,88,0.32,Dummy
480,28,574,88,0.31,Dummy
480,29,574,88,0.31,Dummy
480,28,574,88,0.3,Dummy
481,28,575,88,0.32,Dummy
480,29,575,88,0.32,Dummy
480,29,574,88,0.3,Dummy
481,28,575,88,0.32,Dummy
480,28,575,88,0.35,Dummy
481,29,574,88,0.37,Dummy
480,29,574,88,0.31,Dummy
481,29,575,88,0.34,Dummy
480,28,575,88,0.32,Dummy
481,28,575,88,0.36,Dummy
481,29,575,88,0.32,Dummy
480,28,574,88,0.32,Dummy
480,29,576,88,0.33,Dummy
481,28,575,88,0.34,Dummy
480,28,575,88,0.33,Dummy
480,29,576,88,0.37,Dummy
480,29,575,88,0.3,Dummy
481,29,574,88,0.31,Dummy
481,29,574,88,0.34,Dummy
481,29,574,88,0.36,Dummy
480,29,576,88,0.32,Dummy
480,29,575,88,0.32,Dummy
478,29,574,88,0.29,Dummy
480,28,574,88,0.34,Dummy
481,28,575,88,0.32,Dummy
480,29,575,88,0.34,Dummy
479,29,574,88,0.29,Dummy
480,28,575,88,0.3,Dummy
480,28,575,88,0.34,Dummy
480,28,575,88,0.31,Dummy
479,29,575,88,0.29,Dummy
481,29,574,88,0.33,Dummy
480,29,575,88,0.29,Dummy
0,64,67,194,0.37,Dummy
245,33,351,89,0.39,Dummy
553,87,704,166,0.59,Dummy
144,29,252,86,0.47,Dummy
36,25,152,84,0.52,Dummy
0,18,40,60,0.43,Dummy
0,17,48,63,0.38,Dummy
370,98,504,170,0.27,Dummy
0,19,47,63,0.43,Dummy
371,98,502,170,0.36,Dummy
3,24,123,81,0.58,Dummy
424,93,564,170,0.36,Dummy
536,87,691,167,0.42,Dummy
129,28,237,87,0.38,Dummy
230,34,340,91,0.52,Dummy
335,32,444,91,0.48,Dummy
436,29,543,91,0.48,Dummy
490,28,581,88,0.27,Dummy
0,70,141,182,0.38,Dummy
69,75,260,177,0.64,Dummy
183,84,356,166,0.57,Dummy
0,143,193,260,0.39,Dummy
275,86,461,169,0.7,Dummy
375,83,563,173,0.6,Dummy
311,59,329,77,0.91,Car
198,153,227,178,0.68,AnotherCar
128,198,142,219,0.44,Car
129,62,153,89,0.4,Car
172,69,193,93,0.35,Car
254,66,298,89,0.34,Car
192,151,221,175,0.77,AnotherCar
309,58,324,78,0.65,Car
125,62,143,88,0.53,Car
123,198,139,218,0.26,Car
192,152,221,176,0.72,AnotherCar
309,58,323,77,0.72,Car
125,62,142,88,0.52,Car
306,58,325,77,0.33,Car
192,152,221,176,0.76,AnotherCar
308,58,324,78,0.68,Car
125,62,143,88,0.56,Car
123,200,224,251,0.28,Dummy
192,152,221,176,0.75,AnotherCar
309,58,323,78,0.69,Car
125,62,143,89,0.51,Car
439,84,616,165,0.49,Dummy
0,146,106,263,0.38,Dummy
316,59,338,76,0.33,Car
539,73,704,154,0.43,Dummy
0,194,266,280,0.34,Dummy
652,71,704,152,0.29,Dummy
554,139,704,259,0.38,Dummy
669,47,692,74,0.41,Car
4,0,143,25,0.39,Dummy
41,0,142,24,0.27,Dummy
669,47,691,74,0.44,Car
1,0,145,26,0.39,Dummy
669,47,691,74,0.46,Car
18,0,144,26,0.35,Dummy
1,0,146,26,0.36,Dummy
669,47,693,74,0.34,Car
39,0,147,25,0.28,Dummy
668,47,692,74,0.43,Car
8,0,143,25,0.37,Dummy
10,0,143,26,0.41,Dummy
669,46,692,74,0.41,Car
669,47,692,74,0.47,Car
6,0,144,26,0.34,Dummy
669,47,692,74,0.51,Car
28,0,143,25,0.49,Dummy
669,47,693,74,0.47,Car
23,0,145,26,0.45,Dummy
629,176,703,213,0.28,Dummy
531,151,704,257,0.31,Dummy
30,191,293,270,0.26,Dummy
614,70,704,150,0.36,Dummy
0,192,221,272,0.3,Dummy
526,69,704,176,0.41,Dummy
426,81,612,173,0.52,Dummy
309,56,327,75,0.79,Car
194,150,225,175,0.57,AnotherCar
312,56,328,75,0.71,Car
195,150,225,175,0.51,AnotherCar
123,195,141,216,0.33,Car
311,55,328,74,0.56,Car
195,149,225,174,0.54,AnotherCar
122,194,141,216,0.31,Car
310,55,327,75,0.77,Car
196,150,224,175,0.51,AnotherCar
311,56,327,74,0.75,Car
195,150,225,175,0.53,AnotherCar
123,196,140,216,0.29,Car
372,81,551,164,0.58,Dummy
112,155,390,262,0.36,Dummy
254,83,430,166,0.54,Dummy
147,82,330,164,0.4,Dummy
39,71,232,158,0.34,Dummy
476,25,569,83,0.43,Dummy
479,25,571,84,0.41,Dummy
479,25,572,84,0.39,Dummy
480,26,573,84,0.38,Dummy
476,28,570,85,0.48,Dummy
480,28,571,86,0.31,Dummy
479,29,569,85,0.37,Dummy
479,28,570,85,0.33,Dummy
480,28,570,86,0.37,Dummy
480,29,569,86,0.36,Dummy
480,29,569,85,0.36,Dummy
480,29,569,85,0.33,Dummy
0,72,206,177,0.75,Dummy
29,165,285,248,0.35,Dummy
0,138,150,256,0.45,Dummy
130,83,314,168,0.39,Dummy
236,85,414,164,0.63,Dummy
335,86,519,167,0.62,Dummy
429,71,615,158,0.43,Dummy
209,150,238,176,0.65,AnotherCar
324,54,344,72,0.57,Car
322,54,348,74,0.43,Car
209,149,238,176,0.64,AnotherCar
324,54,345,73,0.59,Car
297,580,317,598,0.26,Car
209,149,238,175,0.67,AnotherCar
323,54,344,72,0.52,Car
322,54,348,74,0.39,Car
324,55,345,73,0.66,Car
209,150,238,176,0.65,AnotherCar
209,150,238,176,0.65,AnotherCar
325,55,344,73,0.56,Car
209,150,238,176,0.63,AnotherCar
324,54,344,73,0.6,Car
209,150,238,176,0.64,AnotherCar
325,55,345,73,0.61,Car
209,150,238,176,0.65,AnotherCar
325,55,345,73,0.63,Car
138,194,156,217,0.29,Car
209,150,238,176,0.68,AnotherCar
325,55,343,73,0.59,Car
322,55,347,74,0.42,Car
209,150,238,176,0.64,AnotherCar
324,55,343,73,0.6,Car
322,54,347,74,0.41,Car
209,150,238,176,0.65,AnotherCar
325,55,343,72,0.59,Car
323,55,347,74,0.46,Car
209,150,238,176,0.65,AnotherCar
325,55,343,72,0.58,Car
323,55,347,74,0.46,Car
209,150,238,176,0.65,AnotherCar
325,55,343,73,0.55,Car
323,55,348,74,0.44,Car
209,150,238,176,0.65,AnotherCar
324,55,343,73,0.6,Car
322,55,347,74,0.47,Car
209,150,238,176,0.65,AnotherCar
325,55,343,73,0.57,Car
322,55,347,74,0.43,Car
209,150,238,176,0.65,AnotherCar
325,55,343,73,0.57,Car
322,55,347,74,0.45,Car
209,150,238,176,0.64,AnotherCar
325,55,343,72,0.58,Car
323,55,347,74,0.55,Car
209,150,238,176,0.64,AnotherCar
325,55,343,73,0.58,Car
323,55,347,74,0.43,Car
209,150,238,176,0.64,AnotherCar
325,55,343,72,0.59,Car
323,55,347,74,0.54,Car
209,150,238,176,0.65,AnotherCar
324,55,343,72,0.6,Car
322,54,347,74,0.47,Car
209,150,238,176,0.65,AnotherCar
325,55,343,72,0.56,Car
322,55,347,73,0.44,Car
141,59,160,86,0.31,Car
209,150,238,176,0.63,AnotherCar
325,55,346,73,0.62,Car
209,150,238,175,0.66,AnotherCar
324,54,345,73,0.64,Car
209,150,238,176,0.63,AnotherCar
324,55,343,72,0.6,Car
322,54,347,74,0.48,Car
209,150,238,176,0.65,AnotherCar
324,55,343,72,0.62,Car
322,55,347,73,0.5,Car
141,59,160,86,0.26,Car
209,150,238,176,0.66,AnotherCar
325,55,343,72,0.59,Car
322,55,347,73,0.47,Car
141,58,160,86,0.26,Car
209,150,238,176,0.64,AnotherCar
324,55,343,72,0.6,Car
322,54,347,74,0.47,Car
209,150,238,176,0.67,AnotherCar
324,55,344,73,0.61,Car
324,54,342,73,0.64,Car
209,150,238,176,0.63,AnotherCar
322,53,346,74,0.6,Car
209,149,238,176,0.62,AnotherCar
324,55,343,73,0.61,Car
322,54,348,74,0.49,Car
209,150,238,176,0.64,AnotherCar
324,55,344,73,0.59,Car
141,59,160,86,0.26,Car
209,150,238,176,0.67,AnotherCar
324,55,344,73,0.64,Car
209,150,238,176,0.65,AnotherCar
325,55,345,73,0.61,Car
324,55,345,73,0.67,Car
209,150,238,176,0.63,AnotherCar
209,150,238,176,0.64,AnotherCar
325,55,345,73,0.6,Car
209,150,238,176,0.65,AnotherCar
324,55,343,72,0.61,Car
322,54,347,73,0.49,Car
324,55,344,73,0.67,Car
209,150,238,176,0.65,AnotherCar
322,54,347,74,0.56,Car
209,150,238,176,0.65,AnotherCar
324,55,343,72,0.6,Car
322,54,348,74,0.47,Car
209,150,238,176,0.65,AnotherCar
325,55,344,73,0.55,Car
323,54,348,75,0.51,Car
209,150,238,176,0.65,AnotherCar
324,55,343,72,0.59,Car
322,54,347,74,0.46,Car
209,150,238,176,0.65,AnotherCar
325,55,343,72,0.57,Car
322,55,348,73,0.44,Car
209,150,238,176,0.66,AnotherCar
325,55,343,73,0.55,Car
323,55,348,74,0.51,Car
209,150,238,176,0.64,AnotherCar
325,55,345,73,0.63,Car
209,150,238,176,0.64,AnotherCar
325,55,343,73,0.59,Car
322,54,348,74,0.46,Car
324,55,345,73,0.64,Car
208,149,238,176,0.61,AnotherCar
209,150,238,176,0.63,AnotherCar
324,55,343,72,0.61,Car
322,55,348,73,0.5,Car
142,59,160,86,0.31,Car
325,55,344,73,0.61,Car
208,150,238,176,0.6,AnotherCar
208,150,238,176,0.65,AnotherCar
325,55,344,73,0.58,Car
323,55,346,73,0.63,Car
208,149,238,176,0.6,AnotherCar
141,58,160,86,0.27,Car
324,55,344,73,0.6,Car
208,150,238,176,0.59,AnotherCar
138,194,156,216,0.28,Car
208,150,238,176,0.62,AnotherCar
322,54,347,74,0.61,Car
325,54,343,74,0.53,Car
141,59,160,86,0.26,Car
324,55,344,73,0.63,Car
208,149,238,176,0.62,AnotherCar
325,55,344,73,0.63,Car
208,149,238,176,0.63,AnotherCar
324,55,344,73,0.64,Car
209,150,238,175,0.62,AnotherCar
208,150,238,176,0.64,AnotherCar
324,55,344,73,0.63,Car
138,194,156,216,0.26,Car
324,55,344,73,0.65,Car
208,150,238,176,0.64,AnotherCar
209,149,238,175,0.66,AnotherCar
325,55,344,73,0.65,Car
141,58,160,86,0.26,Car
208,150,238,176,0.67,AnotherCar
325,55,344,73,0.66,Car
208,150,238,176,0.66,AnotherCar
325,55,344,73,0.64,Car
208,150,238,176,0.66,AnotherCar
325,55,344,73,0.64,Car
208,150,238,176,0.66,AnotherCar
325,55,344,73,0.64,Car
325,54,343,74,0.67,Car
208,150,238,175,0.65,AnotherCar
325,54,343,74,0.66,Car
208,150,238,175,0.64,AnotherCar
325,55,343,73,0.65,Car
208,150,238,176,0.64,AnotherCar
138,196,156,216,0.3,Car
325,55,344,73,0.69,Car
208,150,238,175,0.66,AnotherCar
208,150,238,176,0.66,AnotherCar
325,55,344,73,0.64,Car
208,150,238,176,0.67,AnotherCar
325,55,344,73,0.66,Car
325,55,344,73,0.7,Car
208,150,238,176,0.66,AnotherCar
325,55,344,73,0.7,Car
209,150,238,176,0.66,AnotherCar
325,55,344,73,0.66,Car
208,150,238,176,0.63,AnotherCar
325,55,344,74,0.7,Car
208,150,238,176,0.65,AnotherCar
325,55,344,74,0.69,Car
209,150,238,176,0.65,AnotherCar
325,55,344,73,0.69,Car
208,150,238,176,0.63,AnotherCar
138,196,156,216,0.29,Car
325,55,344,73,0.68,Car
208,150,238,176,0.66,AnotherCar
325,55,344,73,0.67,Car
208,150,238,176,0.65,AnotherCar
325,55,343,74,0.67,Car
208,150,238,176,0.64,AnotherCar
138,196,156,216,0.29,Car
209,150,238,176,0.68,AnotherCar
325,55,343,74,0.67,Car
325,55,343,74,0.66,Car
208,150,238,176,0.65,AnotherCar
325,55,344,73,0.66,Car
208,150,238,176,0.65,AnotherCar
325,55,344,74,0.69,Car
208,150,238,176,0.64,AnotherCar
138,196,156,216,0.26,Car
208,150,238,176,0.66,AnotherCar
325,55,344,73,0.65,Car
325,55,344,73,0.66,Car
208,150,238,176,0.62,AnotherCar
325,55,344,74,0.69,Car
208,150,238,176,0.61,AnotherCar
325,55,344,74,0.7,Car
208,150,238,175,0.66,AnotherCar
141,59,160,86,0.28,Car
325,55,344,74,0.69,Car
209,150,238,176,0.66,AnotherCar
208,150,238,176,0.67,AnotherCar
325,55,343,74,0.67,Car
325,55,343,74,0.65,Car
208,150,238,176,0.64,AnotherCar
141,59,160,86,0.32,Car
325,55,344,74,0.69,Car
209,150,238,175,0.66,AnotherCar
139,194,156,216,0.27,Car
325,55,344,74,0.69,Car
208,150,238,175,0.64,AnotherCar
325,55,344,74,0.7,Car
208,149,238,175,0.66,AnotherCar
138,194,156,216,0.28,Car
325,55,343,73,0.67,Car
208,150,238,176,0.66,AnotherCar
138,196,156,216,0.27,Car
208,150,238,176,0.66,AnotherCar
325,54,343,74,0.66,Car
325,55,343,74,0.66,Car
208,150,238,176,0.65,AnotherCar
138,196,156,216,0.27,Car
325,55,344,74,0.7,Car
208,150,238,176,0.66,AnotherCar
325,54,343,74,0.67,Car
208,150,238,176,0.64,AnotherCar
325,55,344,74,0.69,Car
208,150,238,175,0.68,AnotherCar
138,196,156,216,0.26,Car
325,55,344,74,0.68,Car
208,150,238,176,0.65,AnotherCar
138,194,156,217,0.29,Car
208,150,238,176,0.68,AnotherCar
325,55,343,74,0.66,Car
138,194,156,217,0.31,Car
208,150,238,176,0.66,AnotherCar
325,55,344,73,0.66,Car
325,55,344,74,0.7,Car
208,150,238,176,0.67,AnotherCar
325,55,344,74,0.69,Car
209,150,238,176,0.65,AnotherCar
138,195,156,216,0.26,Car
209,150,238,176,0.66,AnotherCar
325,55,343,74,0.66,Car
138,195,156,216,0.27,Car
325,55,343,74,0.66,Car
208,150,238,176,0.66,AnotherCar
141,58,159,86,0.27,Car
325,55,343,74,0.67,Car
208,150,238,176,0.66,AnotherCar
209,150,238,176,0.67,AnotherCar
325,54,343,74,0.66,Car
325,55,344,73,0.68,Car
208,150,238,176,0.66,AnotherCar
138,196,156,216,0.26,Car
208,150,238,176,0.66,AnotherCar
325,55,343,74,0.65,Car
138,196,156,216,0.3,Car
141,59,160,86,0.27,Car
325,55,344,74,0.68,Car
209,150,238,176,0.66,AnotherCar
325,55,343,74,0.67,Car
208,150,238,176,0.66,AnotherCar
208,150,238,176,0.65,AnotherCar
325,55,343,74,0.65,Car
325,55,343,74,0.65,Car
208,150,238,176,0.64,AnotherCar
208,150,238,176,0.68,AnotherCar
325,55,344,73,0.67,Car
138,194,156,217,0.26,Car
325,55,344,74,0.7,Car
208,150,238,176,0.66,AnotherCar
325,55,343,74,0.67,Car
208,150,238,176,0.67,AnotherCar
325,55,344,74,0.69,Car
208,150,238,176,0.66,AnotherCar
138,196,156,216,0.26,Car
325,55,344,73,0.68,Car
208,150,238,176,0.65,AnotherCar
208,150,238,176,0.65,AnotherCar
325,55,343,74,0.64,Car
208,150,238,175,0.68,AnotherCar
325,55,343,74,0.65,Car
208,150,238,175,0.65,AnotherCar
325,54,343,74,0.65,Car
138,194,156,216,0.27,Car
325,54,343,74,0.65,Car
209,150,238,176,0.64,AnotherCar
208,150,238,175,0.66,AnotherCar
325,55,344,73,0.64,Car
209,150,238,175,0.67,AnotherCar
325,55,344,73,0.64,Car
208,150,238,176,0.68,AnotherCar
325,55,344,73,0.65,Car
141,59,159,86,0.26,Car
208,150,238,176,0.69,AnotherCar
325,55,344,73,0.66,Car
325,55,344,73,0.69,Car
208,150,238,175,0.65,AnotherCar
324,55,344,73,0.68,Car
208,150,238,176,0.66,AnotherCar
325,55,344,73,0.67,Car
208,150,238,176,0.66,AnotherCar
209,150,238,176,0.66,AnotherCar
325,55,344,73,0.66,Car
141,59,159,86,0.28,Car
325,55,344,73,0.69,Car
208,150,238,176,0.67,AnotherCar
141,59,159,86,0.28,Car
208,150,238,175,0.69,AnotherCar
325,55,344,73,0.66,Car
325,55,344,74,0.69,Car
208,150,238,175,0.65,AnotherCar
209,150,238,175,0.68,AnotherCar
325,55,343,74,0.67,Car
138,194,156,216,0.32,Car
325,55,343,74,0.65,Car
208,150,238,176,0.64,AnotherCar
138,196,156,216,0.32,Car
207,150,238,176,0.7,AnotherCar
325,55,344,73,0.66,Car
325,55,344,73,0.68,Car
208,150,238,176,0.66,AnotherCar
325,55,344,73,0.68,Car
209,150,238,176,0.66,AnotherCar
325,55,344,73,0.66,Car
209,150,238,176,0.66,AnotherCar
138,196,156,216,0.29,Car
209,150,238,176,0.66,AnotherCar
325,55,344,73,0.65,Car
208,150,238,176,0.67,AnotherCar
325,55,344,73,0.66,Car
141,59,159,86,0.29,Car
138,196,156,216,0.29,Car
325,55,344,74,0.68,Car
208,150,238,175,0.66,AnotherCar
138,196,156,216,0.27,Car
325,55,344,73,0.68,Car
209,150,238,176,0.66,AnotherCar
138,196,156,216,0.29,Car
141,59,160,86,0.28,Car
325,55,344,74,0.69,Car
208,150,238,176,0.65,AnotherCar
209,150,238,176,0.67,AnotherCar
325,55,343,74,0.66,Car
141,59,159,86,0.26,Car
208,150,238,176,0.67,AnotherCar
325,55,343,74,0.66,Car
138,196,156,216,0.28,Car
325,55,344,74,0.7,Car
209,150,238,176,0.65,AnotherCar
141,58,160,87,0.27,Car
138,196,156,216,0.26,Car
325,55,344,73,0.68,Car
208,150,238,176,0.66,AnotherCar
138,196,156,216,0.3,Car
208,150,238,176,0.65,AnotherCar
325,55,344,73,0.64,Car
325,55,343,74,0.65,Car
209,150,238,176,0.64,AnotherCar
138,195,156,217,0.34,Car
325,55,344,74,0.69,Car
208,150,238,176,0.66,AnotherCar
138,194,156,217,0.34,Car
325,55,344,74,0.69,Car
208,150,239,176,0.66,AnotherCar
138,194,156,216,0.3,Car
325,55,344,73,0.68,Car
208,150,238,176,0.68,AnotherCar
325,55,344,73,0.68,Car
208,150,238,176,0.66,AnotherCar
138,194,156,216,0.3,Car
325,55,344,74,0.68,Car
208,150,238,176,0.66,AnotherCar
209,150,238,175,0.68,AnotherCar
325,55,344,73,0.65,Car
138,196,156,216,0.27,Car
208,150,238,175,0.68,AnotherCar
325,55,344,74,0.67,Car
138,196,156,216,0.26,Car
209,150,238,176,0.66,AnotherCar
325,55,343,74,0.65,Car
208,150,238,176,0.66,AnotherCar
325,55,344,73,0.64,Car
208,150,238,176,0.67,AnotherCar
325,55,344,73,0.64,Car
325,54,343,74,0.66,Car
208,150,238,176,0.66,AnotherCar
209,150,238,176,0.68,AnotherCar
325,55,343,74,0.67,Car
138,196,156,216,0.3,Car
325,55,344,74,0.68,Car
209,150,238,176,0.67,AnotherCar
138,194,156,216,0.26,Car
325,55,344,73,0.7,Car
208,150,238,176,0.65,AnotherCar
141,59,159,86,0.3,Car
325,54,343,74,0.68,Car
208,150,238,175,0.67,AnotherCar
138,196,156,216,0.27,Car
208,150,238,176,0.68,AnotherCar
325,55,344,73,0.66,Car
141,59,159,86,0.26,Car
208,150,238,175,0.68,AnotherCar
325,55,343,73,0.66,Car
141,59,160,87,0.27,Car
208,150,238,176,0.68,AnotherCar
325,55,344,73,0.65,Car
138,196,156,216,0.3,Car
141,58,159,86,0.27,Car
325,55,343,74,0.65,Car
208,150,238,175,0.65,AnotherCar
138,196,156,216,0.29,Car
209,150,238,176,0.68,AnotherCar
325,55,343,74,0.66,Car
325,55,344,73,0.66,Car
208,150,238,176,0.65,AnotherCar
141,59,159,86,0.27,Car
325,55,344,74,0.68,Car
209,150,238,176,0.67,AnotherCar
208,150,238,176,0.68,AnotherCar
325,55,344,73,0.66,Car
141,59,159,86,0.28,Car
325,54,343,74,0.67,Car
208,150,238,176,0.67,AnotherCar
208,150,238,176,0.68,AnotherCar
325,55,344,73,0.65,Car
325,55,343,74,0.67,Car
208,150,238,176,0.67,AnotherCar
208,150,238,176,0.69,AnotherCar
325,54,343,74,0.67,Car
325,54,344,74,0.7,Car
208,150,238,175,0.67,AnotherCar
138,194,156,216,0.3,Car
325,55,344,74,0.7,Car
209,150,238,176,0.66,AnotherCar
325,55,344,73,0.68,Car
208,150,238,176,0.65,AnotherCar
325,54,343,74,0.66,Car
208,150,238,176,0.66,AnotherCar
325,55,344,74,0.69,Car
208,150,238,176,0.66,AnotherCar
138,196,156,216,0.26,Car
325,55,344,74,0.67,Car
208,150,238,176,0.67,AnotherCar
141,59,159,86,0.27,Car
325,55,344,74,0.67,Car
208,150,238,176,0.65,AnotherCar
138,196,156,215,0.31,Car
325,55,344,73,0.67,Car
209,149,238,176,0.66,AnotherCar
141,58,159,86,0.26,Car
